geneCluster	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KOs	BiGG_reactions	Annotation_tax_scope	OGs	bestOG|evalue|score	COG cat	eggNOG annot
GC00000001_55	525244.HMPREF0023_0281	3.1e-115	419.9	LPTB	GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006869,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0010876,GO:0015221,GO:0015399,GO:0015405,GO:0015437,GO:0015920,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022884,GO:0022891,GO:0022892,GO:0032991,GO:0033036,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043190,GO:0043234,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044425,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901264,GO:1901292,GO:1901360,GO:1901361,GO:1901505,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K01990,K06861	ACOLIPAabctex,CLIPAabctex,COLIPAPabctex,COLIPAabctex,ECA4COLIPAabctex,ENLIPAabctex,GM1LIPAabctex,GM2LIPAabctex,K2L4Aabctex,LIPAabctex,O16A4COLIPAabctex	bactNOG[38]	08IUZ@bactNOG,0RAUR@gproNOG,172ZM@proNOG,COG1137@NOG	NA|NA|NA	S	abc transporter atp-binding protein
GC00000001_56	857571.EA1_05152	1.7e-132	478.4			K16012		bactNOG[38]	08EZP@bactNOG,0RA6T@gproNOG,171CN@proNOG,COG4987@NOG	NA|NA|NA	C, O	ABC transporter
GC00000001_57	575584.HMPREF0010_00273	3.4e-69	266.9	SCLAV_5203		K19350		bactNOG[38]	05G6B@bactNOG,0QMNY@gproNOG,16QBJ@proNOG,COG0488@NOG	NA|NA|NA	S	(ABC) transporter
GC00000001_58	592316.Pat9b_1707	8.2e-105	385.2	LOLD2		K02003,K09810		bactNOG[38]	05D6C@bactNOG,0QI8Z@gproNOG,16R8U@proNOG,COG1136@NOG	NA|NA|NA	V	Part of the ABC transporter complex MacAB involved in macrolide export. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation (By similarity)
GC00000001_59	259536.Psyc_2114	2.1e-105	387.1	LOLD		K02003		bactNOG[38]	08REA@bactNOG,0QPX7@gproNOG,16QJI@proNOG,COG1136@NOG	NA|NA|NA	V	(ABC) transporter
GC00000001_5	765910.MarpuDRAFT_0957	4.2e-153	547.0	YBTQ	GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005575,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006869,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0010876,GO:0015399,GO:0015405,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022892,GO:0031224,GO:0033036,GO:0034040,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044425,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K06147,K06148		bactNOG[38]	05BZ1@bactNOG,0QI3S@gproNOG,16PGA@proNOG,COG1132@NOG	NA|NA|NA	V	(ABC) transporter
GC00000001_60	83406.HDN1F_31280	1.6e-103	380.9	OCAR_4853		K02003		bactNOG[38]	088P6@bactNOG,0QMQG@gproNOG,16SIJ@proNOG,COG1136@NOG	NA|NA|NA	V	(ABC) transporter
GC00000001_61	634500.EbC_20730	1.4e-79	302.0	METN	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K02071		bactNOG[38]	08JEI@bactNOG,0RAYS@gproNOG,1739E@proNOG,COG1135@NOG	NA|NA|NA	P	ABC transporter
GC00000001_62	391735.Veis_4496	3e-117	427.9			K02031,K02032,K10823,K10824,K13892,K13896,K15587		bactNOG[38]	08JQ6@bactNOG,173F0@proNOG,COG1123@NOG	NA|NA|NA	S	(ABC) transporter
GC00000001_63	1027292.HMPREF9372_2296	1e-118	431.8	DPPD		K02031,K02032		bactNOG[38]	04YKQ@bacNOG,05C3U@bactNOG,0NF1H@firmNOG,COG0444@NOG	NA|NA|NA	E, P	Oligopeptide dipeptide ABC transporter ATPase subunit
GC00000001_64	160490.SPy_0296	2e-160	570.5	OPPD	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K02031,K15583		bactNOG[38]	04TDN@bacNOG,05C3U@bactNOG,0NDKB@firmNOG,COG0444@NOG	NA|NA|NA	E	ATP-binding protein
GC00000001_65	871585.BDGL_001158	3.3e-294	1015.8			K02031,K02032,K10823,K10824,K13896,K15587		bactNOG[38]	08JQ6@bactNOG,0RB28@gproNOG,173F0@proNOG,COG1123@NOG	NA|NA|NA	V	(ABC) transporter
GC00000001_66	857571.EA1_06288	1.3e-177	627.5	OPPF	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K02032,K10823		bactNOG[38]	08JQ7@bactNOG,173F3@proNOG,COG4608@NOG	NA|NA|NA	E	(ABC) transporter
GC00000001_67	335284.Pcryo_1429	1.9e-60	239.2	YEJF	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015197,GO:0015399,GO:0015405,GO:0015833,GO:0015893,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022892,GO:0032991,GO:0034641,GO:0034655,GO:0042221,GO:0042278,GO:0042454,GO:0042493,GO:0042623,GO:0042626,GO:0042884,GO:0042886,GO:0042891,GO:0043190,GO:0043234,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044425,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071705,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1901998	K02031,K02032,K13896		bactNOG[38]	08JQ5@bactNOG,0RB25@gproNOG,173EY@proNOG,COG4172@NOG	NA|NA|NA	S	ABc transporter ATP-binding protein
GC00000001_68	1027292.HMPREF9372_2295	8e-80	302.0	DPPF		K02032		bactNOG[38]	04ZXH@bacNOG,08UDG@bactNOG,0NH08@firmNOG,COG1124@NOG	NA|NA|NA	E, P	ABC transporter
GC00000001_69	228399.appser1_410	1.1e-140	505.4		GO:0003674,GO:0003824,GO:0005215,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02031,K02032		bactNOG[38]	05PIA@bactNOG,0QJIZ@gproNOG,174NB@proNOG,COG1123@NOG	NA|NA|NA	S	abc transporter atp-binding protein
GC00000001_6	762376.AXYL_05460	5.3e-185	652.9	IRTB	GO:0000041,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0006873,GO:0006875,GO:0006879,GO:0006950,GO:0007154,GO:0007610,GO:0007631,GO:0008150,GO:0009267,GO:0009405,GO:0009605,GO:0009607,GO:0009987,GO:0009991,GO:0010106,GO:0015682,GO:0015688,GO:0015891,GO:0016020,GO:0019725,GO:0030001,GO:0030003,GO:0031667,GO:0031668,GO:0031669,GO:0033212,GO:0033214,GO:0033216,GO:0033554,GO:0040007,GO:0042592,GO:0042594,GO:0042927,GO:0044002,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0046916,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051816,GO:0052099,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071496,GO:0071944,GO:0072512,GO:0075136,GO:0075139,GO:0097286,GO:1901678	K06147,K14699	FE2abc,FE3abc	bactNOG[38]	05BZ1@bactNOG,0BIWJ@bproNOG,16VQZ@proNOG,COG1132@NOG	NA|NA|NA	V	ABC transporter
GC00000001_70	335284.Pcryo_1087	1.7e-139	500.7	PROV		K02000		bactNOG[38]	08IJ7@bactNOG,0RAQY@gproNOG,172SV@proNOG,COG4175@NOG	NA|NA|NA	E	glycine, betaine
GC00000001_71	525244.HMPREF0023_2675	1.3e-141	507.7	YRBF	GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005548,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009636,GO:0009987,GO:0010876,GO:0015399,GO:0015405,GO:0015711,GO:0015748,GO:0015914,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022892,GO:0032991,GO:0033036,GO:0034641,GO:0034655,GO:0042221,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043190,GO:0043234,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044425,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02065		bactNOG[38]	05DHJ@bactNOG,0QIGK@gproNOG,16RVG@proNOG,COG1127@NOG	NA|NA|NA	Q	abc transporter atp-binding protein
GC00000001_72	1005048.CFU_1562	6.6e-46	189.5	MODC		K02017,K02019		bactNOG[38]	08IJ6@bactNOG,0BRHP@bproNOG,172ST@proNOG,COG1118@NOG	NA|NA|NA	P	ABC transporter
GC00000001_73	438753.AZC_2093	3.6e-77	293.9			K02010,K02052,K02055,K02062,K11072,K15497		bactNOG[38]	05C53@bactNOG,17X3M@proNOG,COG3842@NOG	NA|NA|NA	E	(ABC) transporter
GC00000001_74	575587.HMPREF0026_02975	9.5e-66	255.4	MODC	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008152,GO:0008509,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015098,GO:0015103,GO:0015399,GO:0015405,GO:0015412,GO:0015689,GO:0015698,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0034220,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042625,GO:0042626,GO:0043225,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02010,K02017	MOBDabcpp,SULabcpp	bactNOG[38]	05CGB@bactNOG,0QKD3@gproNOG,16PWU@proNOG,COG4148@NOG	NA|NA|NA	P	Part of the ABC transporter complex ModABC involved in molybdenum import. Responsible for energy coupling to the transport system (By similarity)
GC00000001_75	552398.HMPREF0866_00408	5.9e-92	342.8	CYSA2	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02010,K02052		bactNOG[38]	05C53@bactNOG,0EQI3@cloNOG,0NEZ4@firmNOG,COG3842@NOG	NA|NA|NA	E	ATP-binding protein
GC00000001_76	311403.Arad_7088	2.9e-104	384.0			K10112		bactNOG[38]	01Q68@aproNOG,05C53@bactNOG,16PDX@proNOG,COG3842@NOG	NA|NA|NA	E	ABC transporter
GC00000001_77	156578.ATW7_02207	7.8e-94	348.6	YNJD	GO:0003674,GO:0003824,GO:0005215,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K05779		bactNOG[38]	08VGW@bactNOG,0QR25@gproNOG,17AKQ@proNOG,COG4136@NOG	NA|NA|NA	S	abc transporter atp-binding protein
GC00000001_78	575564.HMPREF0014_03017	1e-216	757.7	CYSA2	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02010,K02052		bactNOG[38]	05C53@bactNOG,0QIDY@gproNOG,16QR8@proNOG,COG3842@NOG	NA|NA|NA	E	abc transporter atp-binding protein
GC00000001_79	857571.EA1_05152	1.7e-180	637.9			K16012		bactNOG[38]	08EZP@bactNOG,0RA6T@gproNOG,171CN@proNOG,COG4987@NOG	NA|NA|NA	C, O	ABC transporter
GC00000001_7	857571.EA1_05287	2.5e-294	1016.1	MSBA	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006869,GO:0008144,GO:0008150,GO:0008152,GO:0008289,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0010876,GO:0015221,GO:0015399,GO:0015405,GO:0015437,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017076,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022884,GO:0022891,GO:0022892,GO:0030554,GO:0031224,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0033036,GO:0034040,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044425,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901505,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02021,K06147,K06148,K11085,K16014,K18893	COLIPAabcpp,K2L4Aabcpp,LIPACabcpp,LIPAabcpp,PA120abcpp,PA140abcpp,PA141abcpp,PA160abcpp,PA161abcpp,PA180abcpp,PA181abcpp,PE120abcpp,PE140abcpp,PE141abcpp,PE160abcpp,PE161abcpp,PE180abcpp,PE181abcpp,PG120abcpp,PG140abcpp,PG141abcpp,PG160abcpp,PG161abcpp,PG180abcpp,PG181abcpp,PGP120abcpp,PGP140abcpp,PGP141abcpp,PGP160abcpp,PGP161abcpp,PGP180abcpp,PGP181abcpp	bactNOG[38]	05BZ1@bactNOG,16PF0@proNOG,COG1132@NOG	NA|NA|NA	V	(ABC) transporter
GC00000001_80	259536.Psyc_1829	9.4e-89	331.6	CCMA	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015232,GO:0015399,GO:0015405,GO:0015439,GO:0015886,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0032991,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043190,GO:0043234,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044425,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051181,GO:0051184,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1901678	K02193	PHEMEabcpp	bactNOG[38]	07EV4@bactNOG,0QQDK@gproNOG,17G01@proNOG,COG4133@NOG	NA|NA|NA	O	once thought to export heme, this seems not to be the case, but its exact role is uncertain. Responsible for energy coupling to the transport system (By similarity)
GC00000001_81	667128.HMPREF0621_0732	2.4e-67	260.8			K02049,K15600		bactNOG[38]	08YI8@bactNOG,0QNKX@gproNOG,16TP1@proNOG,COG1116@NOG	NA|NA|NA	P	(ABC) transporter
GC00000001_82	1002339.HMPREF9373_0304	1.4e-91	341.3	TAUB		K02049		bactNOG[38]	05D7T@bactNOG,COG1116@NOG	NA|NA|NA	P	ABC transporter
GC00000001_83	656024.FsymDg_1853	2.5e-61	240.7	SSUB2	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K02049,K15555		bactNOG[38]	00DJM@actNOG,05E2Y@bactNOG,COG1116@NOG	NA|NA|NA	P	ABC transporter
