geneCluster	Gene	Annotation	Min.group.size	Max.group.size	Avg.group.size	num_isolates	num_sequences	av_seq_per_isolate	num_basal_isolates	num_basal_seq	num_derived_isolates	num_derived_seq	num_flex_isolates	num_flex_seq	num_restricted_isolates	num_restricted_seq	GO_terms	KEGG_KOs	COG.cat	eggNOG.annot
GC00000406_r1_r1_1	hypothetical	NA	30	899	819.25	85	87	1.02352941	7	7	78	80	27	28	58	59	"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0003824,GO:0003994,GO:0005488,GO:0005975,GO:0006081,GO:0006082,GO:0006091,GO:0006097,GO:0006099,GO:0006417,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009060,GO:0009062,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010608,GO:0015980,GO:0016042,GO:0016054,GO:0016829,GO:0016835,GO:0016836,GO:0019222,GO:0019541,GO:0019543,GO:0019626,GO:0019629,GO:0019752,GO:0031323,GO:0031326,GO:0032268,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044262,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0045333,GO:0046395,GO:0046459,GO:0046487,GO:0047456,GO:0050789,GO:0050794,GO:0051246,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0060255,GO:0065007,GO:0071704,GO:0072329,GO:0080090,GO:0097159,GO:1901363,GO:1901575,GO:2000112"	K01682	C	Aconitate hydratase 2
GC00000417_p2	rutF	FMN_reductase_(NADH)_RutF	48	171	166.2272727	85	85	1	7	7	78	78	27	27	58	58	NA	K09024	C	4-hydroxyphenylacetate 3-monooxygenase reductase
GC00000430_3	nqrF	Na(+)-translocating_NADH-quinone_reductase_subunit_F	410	412	411.0681818	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006119,GO:0006120,GO:0006793,GO:0006796,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008137,GO:0008150,GO:0008152,GO:0009987,GO:0015672,GO:0015980,GO:0016020,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0022900,GO:0022904,GO:0030001,GO:0042773,GO:0042775,GO:0044237,GO:0044464,GO:0044699,GO:0044710,GO:0044765,GO:0045333,GO:0050136,GO:0051179,GO:0051234,GO:0055114,GO:0071944"	K00351	C	"NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. The first step is catalyzed by NqrF, which accepts electrons from NADH and reduces ubiquinone-1 to ubisemiquinone by a one-electron transfer pathway (By similarity)"
GC00000437_3	nuoL	NADH-quinone_oxidoreductase_subunit_L	52	624	609.1685393	85	86	1.01176471	7	7	78	79	27	28	58	58	"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006119,GO:0006793,GO:0006796,GO:0006810,GO:0006811,GO:0006812,GO:0006818,GO:0008150,GO:0008152,GO:0009607,GO:0009987,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0015992,GO:0016020,GO:0016021,GO:0016310,GO:0022900,GO:0022904,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0042773,GO:0043234,GO:0044237,GO:0044403,GO:0044419,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045271,GO:0045272,GO:0045333,GO:0050896,GO:0051179,GO:0051234,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0055085,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0075136"	K00341	C	subunit l
GC00000448	Isocitrate	lya	104	529	505.1630435	85	87	1.02352941	7	7	78	80	27	29	58	58	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K01637	C	Isocitrate lyase
GC00000466_2	sdhB	Succinate_dehydrogenase_iron-sulfur_sub	236	253	236.4	85	88	1.03529412	7	7	78	81	27	27	58	61	"GO:0000104,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006091,GO:0006099,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016627,GO:0032991,GO:0043234,GO:0044237,GO:0044238,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044710,GO:0045273,GO:0045274,GO:0045281,GO:0045282,GO:0045333,GO:0051536,GO:0051537,GO:0051538,GO:0051539,GO:0051540,GO:0055114,GO:0070469,GO:0070470,GO:0071944"	"K00239,K00240,K01613"	C	succinate dehydrogenase
GC00000488_2	hypothetical	NA	95	496	481.4719101	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0004129,GO:0005215,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0006818,GO:0008150,GO:0008152,GO:0008324,GO:0009987,GO:0015002,GO:0015075,GO:0015077,GO:0015078,GO:0015672,GO:0015992,GO:0016491,GO:0016675,GO:0016676,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0034220,GO:0044237,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0051179,GO:0051234,GO:0055085,GO:0055114"	"K00404,K15862"	C	"cytochrome c oxidase, cbb3-type subunit I"
GC00000492	maeB	NADP-dependent_malic_enzym	66	789	738.8131868	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0004470,GO:0004473,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0016615,GO:0016616,GO:0030145,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046872,GO:0046914,GO:0055114"	"K00027,K00029"	C	Malic enzyme
GC00000504	aceE	Pyruvate_dehydrogenase_E1_com	173	944	896.3186813	85	87	1.02352941	7	7	78	80	27	27	58	60	"GO:0003674,GO:0003824,GO:0004738,GO:0004739,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006084,GO:0006085,GO:0006086,GO:0006090,GO:0006637,GO:0006732,GO:0006793,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016020,GO:0016491,GO:0016624,GO:0016903,GO:0019752,GO:0032787,GO:0032991,GO:0035383,GO:0035384,GO:0043234,GO:0043436,GO:0044237,GO:0044249,GO:0044281,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0044710,GO:0045250,GO:0045254,GO:0051186,GO:0051188,GO:0055114,GO:0071616,GO:0071704,GO:1901576"	K00163	C	"Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2) (By similarity)"
GC00000507	hypothetical	NA	35	542	454.5274725	85	87	1.02352941	7	7	78	80	27	28	58	59	"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0008901,GO:0009060,GO:0009987,GO:0010181,GO:0015980,GO:0016020,GO:0016491,GO:0016695,GO:0016699,GO:0016730,GO:0030964,GO:0032553,GO:0032991,GO:0036094,GO:0043167,GO:0043168,GO:0043234,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0044710,GO:0045271,GO:0045272,GO:0045333,GO:0048037,GO:0050662,GO:0051287,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0097159,GO:1901265,GO:1901363"	K00335	C	"NADH dehydrogenase I, subunit F"
GC00000542_2	hypothetical	NA	70	405	368.7977528	85	86	1.01176471	7	7	78	79	27	27	58	59	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K00406	C	C-type cytochrome. Part of the cbb3-type cytochrome c oxidase complex (By similarity)
GC00000562	nuoG	NADH-quinone_oxidoreductase_subunit_G	113	1047	992.1333333	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006091,GO:0008137,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0032991,GO:0043234,GO:0044237,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044710,GO:0045271,GO:0045272,GO:0045333,GO:0050136,GO:0051536,GO:0051537,GO:0051539,GO:0051540,GO:0055114,GO:0070469,GO:0070470,GO:0071944"	K00336	C	NADH dehydrogenase subunit G
GC00000570_2	cycA	Cytochrome_c4	65	255	223.4431818	85	86	1.01176471	7	7	78	79	27	27	58	59	"GO:0003674,GO:0005575,GO:0005623,GO:0008150,GO:0008152,GO:0009055,GO:0042597,GO:0044464,GO:0044710,GO:0055114"	NA	C	cytochrome
GC00000573	hypothetical	NA	56	964	927.1222222	85	86	1.01176471	7	7	78	79	27	28	58	58	"GO:0000287,GO:0003674,GO:0003824,GO:0004591,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006091,GO:0006099,GO:0006103,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008683,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016624,GO:0016740,GO:0016744,GO:0016829,GO:0016830,GO:0016831,GO:0016903,GO:0019752,GO:0030312,GO:0032991,GO:0040007,GO:0043167,GO:0043169,GO:0043234,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0045254,GO:0045333,GO:0046872,GO:0050439,GO:0055114,GO:0071704,GO:0071944,GO:1901564"	"K00164,K01616"	C	2-oxoglutarate dehydrogenase e1 component
GC00000605_3	norW	Nitric_oxide_reductase_FlRd-NAD(+)_reducta	392	475	415.1494253	85	85	1	7	7	78	78	27	27	58	58	NA	"K00529,K18227"	C	pyridine nucleotide-disulfide oxidoreductase
GC00000617_2	hypothetical	NA	152	212	211.137931	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0004129,GO:0005215,GO:0006810,GO:0006811,GO:0006812,GO:0006818,GO:0008150,GO:0008152,GO:0008324,GO:0009987,GO:0015002,GO:0015075,GO:0015077,GO:0015078,GO:0015672,GO:0015992,GO:0016491,GO:0016675,GO:0016676,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0034220,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0051179,GO:0051234,GO:0055085,GO:0055114"	K00405	C	"Cytochrome c oxidase, cbb3-type subunit II"
GC00000636	hypothetical	NA	63	84	63.64044944	85	87	1.02352941	7	7	78	80	27	28	58	59	"GO:0003674,GO:0005488,GO:0051536,GO:0051537,GO:0051540"	"K01776,K02192"	C	BFD-like [2Fe-2S] binding domain
GC00000652	hypothetical	NA	52	408	397.5955056	85	86	1.01176471	7	7	78	79	27	27	58	59	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006818,GO:0008121,GO:0008150,GO:0008152,GO:0008324,GO:0009055,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015672,GO:0015992,GO:0016020,GO:0016491,GO:0016679,GO:0016681,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0032991,GO:0034220,GO:0043234,GO:0044424,GO:0044425,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045275,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0070469,GO:0071944"	"K00410,K00412,K02635"	C	"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis (By similarity)"
GC00000655	iscU	Iron-sulfur_cluster_assembly_scaffold_protein_IscU	69	139	133.6516854	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0005488,GO:0008150,GO:0008152,GO:0009058,GO:0016043,GO:0016226,GO:0022607,GO:0031163,GO:0044085,GO:0051536,GO:0051537,GO:0051539,GO:0051540,GO:0071840"	"K04488,K13819"	C	scaffold protein
GC00000663	nuoN	NADH-quinone_oxidoreductase_subunit_N	191	496	486.1910112	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0008137,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0043234,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0044710,GO:0045271,GO:0045272,GO:0045333,GO:0050136,GO:0055114,GO:0070469,GO:0070470,GO:0071944"	K00343	C	"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity)"
GC00000664	nuoM	NADH-quinone_oxidoreductase_subunit_M	110	587	532.6179775	85	86	1.01176471	7	7	78	79	27	27	58	59	"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0006818,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0015992,GO:0016020,GO:0016021,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0043234,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045271,GO:0045272,GO:0045333,GO:0048037,GO:0048038,GO:0048039,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0070469,GO:0070470,GO:0071944"	K00342	C	subunit m
GC00000677	hypothetical	NA	46	204	185.258427	85	86	1.01176471	7	7	78	79	27	27	58	59	NA	K01759	C	Lactoylglutathione lyase
GC00000727	gloB	Hydroxyacylglutathione_hydrolase_GloB	94	260	256.1818182	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0004416,GO:0005488,GO:0006081,GO:0006082,GO:0006089,GO:0006518,GO:0006520,GO:0006575,GO:0006749,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009438,GO:0009987,GO:0016787,GO:0016788,GO:0016790,GO:0019243,GO:0019752,GO:0032787,GO:0034641,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044710,GO:0046185,GO:0046872,GO:0046914,GO:0051596,GO:0071704,GO:1901564,GO:1901575,GO:1901615"	K01069	C	Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid (By similarity)
GC00000766_r1_1	hypothetical	NA	258	470	466.4022989	85	85	1	7	7	78	78	27	27	58	58	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	NA	C	cytochrome C oxidase accessory protein CcoG
GC00000769	hypothetical	NA	48	256	220.3068182	85	85	1	7	7	78	78	27	27	58	58	"GO:0000166,GO:0003674,GO:0005488,GO:0010181,GO:0032553,GO:0036094,GO:0043167,GO:0043168,GO:0048037,GO:0050662,GO:0097159,GO:1901265,GO:1901363"	NA	C	nitroreductase
GC00000773	pta	Phosphate_acetyltransfera	165	718	706.75	85	86	1.01176471	7	7	78	79	27	27	58	59	"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006083,GO:0006084,GO:0006085,GO:0006520,GO:0006566,GO:0006567,GO:0006629,GO:0006631,GO:0006637,GO:0006732,GO:0006793,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008959,GO:0009056,GO:0009058,GO:0009063,GO:0009066,GO:0009068,GO:0009108,GO:0009987,GO:0016053,GO:0016054,GO:0016407,GO:0016740,GO:0016746,GO:0016747,GO:0019413,GO:0019427,GO:0019541,GO:0019752,GO:0032787,GO:0035383,GO:0035384,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044255,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044464,GO:0044710,GO:0044711,GO:0044712,GO:0045733,GO:0046394,GO:0046395,GO:0046459,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0070689,GO:0071616,GO:0071704,GO:0072329,GO:0072330,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901605,GO:1901606"	K13788	C	Involved in acetate metabolism (By similarity)
GC00000808	ppa	Inorganic_pyrophosphata	36	176	174.4090909	85	85	1	7	7	78	78	27	27	58	58	"GO:0000287,GO:0003674,GO:0003824,GO:0004427,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008270,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0071944"	K01507	C	pyrophosphate phospho-hydrolase
GC00000821	hypothetical	NA	62	242	233.1590909	85	86	1.01176471	7	7	78	79	27	27	58	59	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006818,GO:0008121,GO:0008150,GO:0008152,GO:0008324,GO:0009055,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015672,GO:0015992,GO:0016020,GO:0016491,GO:0016679,GO:0016681,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0032991,GO:0034220,GO:0043234,GO:0044424,GO:0044425,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045275,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0070469,GO:0071944"	K00413	C	Cytochrome C1
GC00000850	nuoH	NADH-quinone_oxidoreductase_subunit_H	133	350	342.4886364	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0043234,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0044710,GO:0045271,GO:0045272,GO:0045333,GO:0050136,GO:0055114,GO:0070469,GO:0070470,GO:0071944"	K00337	C	"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone (By similarity)"
GC00000851	nuoC	NADH-quinone_oxidoreductase_subunit_C/D	251	605	585.2045455	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008137,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0032991,GO:0043234,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044710,GO:0045271,GO:0045272,GO:0050136,GO:0055114,GO:0070469,GO:0070470,GO:0071944"	"K00333,K13378,K13380"	C	"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity)"
GC00000852	ndhC	"NAD(P)H-quinone_oxidoreductase_subunit_3,_chloropla"	67	213	204.7272727	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008137,GO:0008150,GO:0008152,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0043234,GO:0044425,GO:0044459,GO:0044464,GO:0044710,GO:0045271,GO:0045272,GO:0050136,GO:0055114,GO:0070469,GO:0070470,GO:0071944"	K00330	C	"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain"
GC00000866	etfB	Electron_transfer_flavoprotein_subunit_beta	80	250	245.5681818	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0008150,GO:0008152,GO:0009055,GO:0044710,GO:0055114"	K03521	C	Electron transfer flavoprotein
GC00000869_r1_1	queG	Epoxyqueuosine_reducta	348	418	401.8735632	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008616,GO:0009055,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0034470,GO:0034641,GO:0034654,GO:0034660,GO:0042455,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046116,GO:0046483,GO:0055086,GO:0071704,GO:0090304,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659"	"K00567,K18979"	C	"Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr) (By similarity)"
GC00000912	ackA	Acetate_kina	56	415	404.4545455	85	86	1.01176471	7	7	78	79	27	27	58	59	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006091,GO:0006113,GO:0006520,GO:0006566,GO:0006567,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008776,GO:0008980,GO:0009056,GO:0009063,GO:0009066,GO:0009068,GO:0009987,GO:0015980,GO:0016054,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0019665,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044464,GO:0044710,GO:0044712,GO:0046395,GO:0055114,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606"	"K00925,K00932"	C	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction (By similarity)
GC00000926	sucC	Succinate--CoA_ligase_[ADP-forming]_subunit_beta	122	392	383.4204545	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0004774,GO:0004775,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006091,GO:0006099,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016405,GO:0016874,GO:0016877,GO:0016878,GO:0030312,GO:0040007,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0045333,GO:0055114,GO:0071944"	"K01903,K14067"	C	succinyl-CoA synthetase subunit beta
GC00000957	nqrE	Na(+)-translocating_NADH-quinone_reductase_subunit_E	186	202	201.8181818	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006119,GO:0006120,GO:0006793,GO:0006796,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008137,GO:0008150,GO:0008152,GO:0009987,GO:0015672,GO:0015980,GO:0016020,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0022900,GO:0022904,GO:0030001,GO:0042773,GO:0042775,GO:0044237,GO:0044464,GO:0044699,GO:0044710,GO:0044765,GO:0045333,GO:0050136,GO:0051179,GO:0051234,GO:0055114,GO:0071944"	K00350	C	"NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol (By similarity)"
GC00000958	nqrD	Na(+)-translocating_NADH-quinone_reductase_subunit_D	189	224	222.6931818	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006119,GO:0006120,GO:0006793,GO:0006796,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008137,GO:0008150,GO:0008152,GO:0009987,GO:0015672,GO:0015980,GO:0016020,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0022900,GO:0022904,GO:0030001,GO:0042773,GO:0042775,GO:0044237,GO:0044464,GO:0044699,GO:0044710,GO:0044765,GO:0045333,GO:0050136,GO:0051179,GO:0051234,GO:0055114,GO:0071944"	K00349	C	"NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol (By similarity)"
GC00000959	nqrC	Na(+)-translocating_NADH-quinone_reductase_subunit_C	281	320	301.8295455	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006119,GO:0006120,GO:0006793,GO:0006796,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008137,GO:0008150,GO:0008152,GO:0009987,GO:0015672,GO:0015980,GO:0016020,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0022900,GO:0022904,GO:0030001,GO:0042773,GO:0042775,GO:0044237,GO:0044464,GO:0044699,GO:0044710,GO:0044765,GO:0045333,GO:0050136,GO:0051179,GO:0051234,GO:0055114,GO:0071944"	K00348	C	"NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol (By similarity)"
